chr,start,end,name,score,value,exp,classre,region1Chrom,region1Start,regionEnd,region1Name,region1Strand,region2Chrom,region2Start,region2End,region2Name
chr2,180450633,180740130,intergenic|chr2:180739980-180740739,0,6.464069,.,cis,chr2,180740130,180740589,intergenic|chr2:180739980-180740739,.,chr2,180306710,180450633,ZNF385B	-
chr2,180740130,180871780,intergenic|chr2:180739980-180740739,0,6.464069,.,cis,chr2,180740130,180740589,intergenic|chr2:180739980-180740739,.,chr2,180809603,180871780,CWC22	-
chr2,180871479,180871780,promoter|chr2:180871329-180872351,0,9.211539,.,cis,chr2,180871479,180872201,promoter|chr2:180871329-180872351,.,chr2,180809603,180871780,CWC22	-
chr2,181844667,181928154,promoter|chr2:181844517-181846758,0,8.621403,.,cis,chr2,181844667,181846608,promoter|chr2:181844517-181846758,.,chr2,181845111,181928154,UBE2E3	+
chr2,181848572,181928154,genic|chr2:181848422-181849119,0,1.488416,.,cis,chr2,181848572,181848969,genic|chr2:181848422-181849119,.,chr2,181845111,181928154,UBE2E3	+
chr2,181850515,181928154,genic|chr2:181850365-181850865,0,0.792483,.,cis,chr2,181850515,181850715,genic|chr2:181850365-181850865,.,chr2,181845111,181928154,UBE2E3	+
chr2,182675605,182795464,intergenic|chr2:182675455-182676467,0,9.16513,.,cis,chr2,182675605,182676317,intergenic|chr2:182675455-182676467,.,chr2,182756442,182795464,SSFA2	+
chr2,182675605,183644750,intergenic|chr2:182675455-182676467,0,9.16513,.,cis,chr2,182675605,182676317,intergenic|chr2:182675455-182676467,.,chr2,183580767,183644750,DNAJC10	+
chr2,182675605,183731498,intergenic|chr2:182675455-182676467,0,9.16513,.,cis,chr2,182675605,182676317,intergenic|chr2:182675455-182676467,.,chr2,183698004,183731498,FRZB	-
chr2,182678645,182795464,intergenic|chr2:182678495-182679335,0,5.374089,.,cis,chr2,182678645,182679185,intergenic|chr2:182678495-182679335,.,chr2,182756442,182795464,SSFA2	+
chr2,182756221,182795464,promoter|chr2:182756071-182757721,0,19.893,.,cis,chr2,182756221,182757571,promoter|chr2:182756071-182757721,.,chr2,182756442,182795464,SSFA2	+
chr2,182757905,182795464,genic|chr2:182757755-182758255,0,2.683349,.,cis,chr2,182757905,182758105,genic|chr2:182757755-182758255,.,chr2,182756442,182795464,SSFA2	+
chr2,183580331,183644750,promoter|chr2:183580181-183581558,0,8.588047,.,cis,chr2,183580331,183581408,promoter|chr2:183580181-183581558,.,chr2,183580767,183644750,DNAJC10	+
chr2,183644750,183780132,intergenic|chr2:183779982-183780623,0,4.561849,.,cis,chr2,183780132,183780473,intergenic|chr2:183779982-183780623,.,chr2,183580767,183644750,DNAJC10	+
chr2,183682114,183731498,intergenic|chr2:183681964-183682790,0,3.256118,.,cis,chr2,183682114,183682640,intergenic|chr2:183681964-183682790,.,chr2,183698004,183731498,FRZB	-
chr2,183710434,183731498,genic|chr2:183710284-183711197,0,1.445658,.,cis,chr2,183710434,183711047,genic|chr2:183710284-183711197,.,chr2,183698004,183731498,FRZB	-
chr2,183730839,183731498,promoter|chr2:183730689-183732143,0,4.090359,.,cis,chr2,183730839,183731993,promoter|chr2:183730689-183732143,.,chr2,183698004,183731498,FRZB	-
chr2,183731498,183732810,intergenic|chr2:183732660-183733160,0,0.483921,.,cis,chr2,183732810,183733010,intergenic|chr2:183732660-183733160,.,chr2,183698004,183731498,FRZB	-
chr2,183731498,183780132,intergenic|chr2:183779982-183780623,0,4.561849,.,cis,chr2,183780132,183780473,intergenic|chr2:183779982-183780623,.,chr2,183698004,183731498,FRZB	-
chr2,183780132,183903586,intergenic|chr2:183779982-183780623,0,4.561849,.,cis,chr2,183780132,183780473,intergenic|chr2:183779982-183780623,.,chr2,183789578,183903586,NCKAP1	-
chr2,183902120,183903586,promoter|chr2:183901970-183903836,0,12.251995,.,cis,chr2,183902120,183903686,promoter|chr2:183901970-183903836,.,chr2,183789578,183903586,NCKAP1	-
chr2,183943084,183964722,promoter|chr2:183942934-183944195,0,11.133072,.,cis,chr2,183943084,183944045,promoter|chr2:183942934-183944195,.,chr2,183943286,183964722,DUSP19	+
chr2,183988434,184026412,promoter|chr2:183988284-183990009,0,14.93714,.,cis,chr2,183988434,183989859,promoter|chr2:183988284-183990009,.,chr2,183989082,184026412,NUP35	+
chr2,185462375,185804214,promoter|chr2:185462225-185463446,0,2.705931,.,cis,chr2,185462375,185463296,promoter|chr2:185462225-185463446,.,chr2,185463092,185804214,ZNF804A	+
chr2,186603346,186603446,promoter|chr2:186603196-186604214,0,1.703294,.,cis,chr2,186603346,186604064,promoter|chr2:186603196-186604214,.,chr2,186584600,186603446,LOC101927196	-
chr2,186603346,186698016,promoter|chr2:186603196-186604214,0,1.703294,.,cis,chr2,186603346,186604064,promoter|chr2:186603196-186604214,.,chr2,186603621,186698016,FSIP2	+
chr2,186603446,187350480,promoter|chr2:187350330-187351693,0,30.697651,.,cis,chr2,187350480,187351543,promoter|chr2:187350330-187351693,.,chr2,186584600,186603446,LOC101927196	-
chr2,186698016,187350480,promoter|chr2:187350330-187351693,0,30.697651,.,cis,chr2,187350480,187351543,promoter|chr2:187350330-187351693,.,chr2,186603621,186698016,FSIP2	+
chr2,187350480,187374087,promoter|chr2:187350330-187351693,0,30.697651,.,cis,chr2,187350480,187351543,promoter|chr2:187350330-187351693,.,chr2,187350884,187374087,ZC3H15	+
chr2,187350480,187628512,promoter|chr2:187350330-187351693,0,30.697651,.,cis,chr2,187350480,187351543,promoter|chr2:187350330-187351693,.,chr2,187558788,187628512,FAM171B	+
chr2,187440157,187545629,intergenic|chr2:187440007-187440507,0,1.488117,.,cis,chr2,187440157,187440357,intergenic|chr2:187440007-187440507,.,chr2,187454789,187545629,ITGAV	+
chr2,187453901,187545629,promoter|chr2:187453751-187456071,0,21.083087,.,cis,chr2,187453901,187455921,promoter|chr2:187453751-187456071,.,chr2,187454789,187545629,ITGAV	+
chr2,187459960,187545629,genic|chr2:187459810-187460310,0,3.668077,.,cis,chr2,187459960,187460160,genic|chr2:187459810-187460310,.,chr2,187454789,187545629,ITGAV	+
chr2,187459960,187628512,genic|chr2:187459810-187460310,0,3.668077,.,cis,chr2,187459960,187460160,genic|chr2:187459810-187460310,.,chr2,187558788,187628512,FAM171B	+
chr2,187475425,187545629,genic|chr2:187475275-187475988,0,4.37869,.,cis,chr2,187475425,187475838,genic|chr2:187475275-187475988,.,chr2,187454789,187545629,ITGAV	+
chr2,187475425,187628512,genic|chr2:187475275-187475988,0,4.37869,.,cis,chr2,187475425,187475838,genic|chr2:187475275-187475988,.,chr2,187558788,187628512,FAM171B	+
chr2,187558654,187628512,promoter|chr2:187558504-187559515,0,4.562167,.,cis,chr2,187558654,187559365,promoter|chr2:187558504-187559515,.,chr2,187558788,187628512,FAM171B	+
chr2,187560197,187628512,genic|chr2:187560047-187560547,0,0.726997,.,cis,chr2,187560197,187560397,genic|chr2:187560047-187560547,.,chr2,187558788,187628512,FAM171B	+
chr2,187590097,187628512,genic|chr2:187589947-187590447,0,2.230435,.,cis,chr2,187590097,187590297,genic|chr2:187589947-187590447,.,chr2,187558788,187628512,FAM171B	+
chr2,187713897,189158429,genic|chr2:189158279-189159071,0,10.525786,.,cis,chr2,189158429,189158921,genic|chr2:189158279-189159071,.,chr2,187692206,187713897,ZSWIM2	-
chr2,188312921,188313021,promoter|chr2:188312771-188313729,0,4.502287,.,cis,chr2,188312921,188313579,promoter|chr2:188312771-188313729,.,chr2,188206689,188313021,CALCRL	-
chr2,188313021,189158429,genic|chr2:189158279-189159071,0,10.525786,.,cis,chr2,189158429,189158921,genic|chr2:189158279-189159071,.,chr2,188206689,188313021,CALCRL	-
chr2,188406411,188419232,genic|chr2:188406261-188406875,0,2.204719,.,cis,chr2,188406411,188406725,genic|chr2:188406261-188406875,.,chr2,188328956,188419232,TFPI	-
chr2,188412188,188419232,genic|chr2:188412038-188412538,0,0.71608,.,cis,chr2,188412188,188412388,genic|chr2:188412038-188412538,.,chr2,188328956,188419232,TFPI	-
chr2,188417953,188419232,genic|chr2:188417803-188418303,0,1.475626,.,cis,chr2,188417953,188418153,genic|chr2:188417803-188418303,.,chr2,188328956,188419232,TFPI	-
chr2,188418942,188419232,promoter|chr2:188418792-188419482,0,4.354602,.,cis,chr2,188418942,188419332,promoter|chr2:188418792-188419482,.,chr2,188328956,188419232,TFPI	-
chr2,188419232,188423539,intergenic|chr2:188423389-188423998,0,0.422319,.,cis,chr2,188423539,188423848,intergenic|chr2:188423389-188423998,.,chr2,188328956,188419232,TFPI	-
chr2,188419232,189158429,genic|chr2:189158279-189159071,0,10.525786,.,cis,chr2,189158429,189158921,genic|chr2:189158279-189159071,.,chr2,188328956,188419232,TFPI	-
chr2,189155963,189460652,promoter|chr2:189155813-189158215,0,29.4125,.,cis,chr2,189155963,189158065,promoter|chr2:189155813-189158215,.,chr2,189156395,189460652,GULP1	+
chr2,189158429,189460652,genic|chr2:189158279-189159071,0,10.525786,.,cis,chr2,189158429,189158921,genic|chr2:189158279-189159071,.,chr2,189156395,189460652,GULP1	+
chr2,189158429,189877472,genic|chr2:189158279-189159071,0,10.525786,.,cis,chr2,189158429,189158921,genic|chr2:189158279-189159071,.,chr2,189839098,189877472,COL3A1	+
chr2,189158429,190044605,genic|chr2:189158279-189159071,0,10.525786,.,cis,chr2,189158429,189158921,genic|chr2:189158279-189159071,.,chr2,189896640,190044605,COL5A2	-
chr2,189187397,189460652,genic|chr2:189187247-189187747,0,5.287276,.,cis,chr2,189187397,189187597,genic|chr2:189187247-189187747,.,chr2,189156395,189460652,GULP1	+
chr2,189331413,190044605,genic|chr2:189331263-189332044,0,6.705894,.,cis,chr2,189331413,189331894,genic|chr2:189331263-189332044,.,chr2,189896640,190044605,COL5A2	-
chr2,189840437,189877472,genic|chr2:189840287-189840892,0,1.03008,.,cis,chr2,189840437,189840742,genic|chr2:189840287-189840892,.,chr2,189839098,189877472,COL3A1	+
chr2,189841486,189877472,genic|chr2:189841336-189841836,0,0.816462,.,cis,chr2,189841486,189841686,genic|chr2:189841336-189841836,.,chr2,189839098,189877472,COL3A1	+
chr2,189843072,189877472,genic|chr2:189842922-189843825,0,3.020838,.,cis,chr2,189843072,189843675,genic|chr2:189842922-189843825,.,chr2,189839098,189877472,COL3A1	+
chr2,189877472,190477710,intergenic|chr2:190477560-190478239,0,14.401979,.,cis,chr2,190477710,190478089,intergenic|chr2:190477560-190478239,.,chr2,189839098,189877472,COL3A1	+
chr2,189877472,190539119,intergenic|chr2:190538969-190539848,0,9.955883,.,cis,chr2,190539119,190539698,intergenic|chr2:190538969-190539848,.,chr2,189839098,189877472,COL3A1	+
chr2,189877472,191199124,intergenic|chr2:191198974-191199981,0,10.214256,.,cis,chr2,191199124,191199831,intergenic|chr2:191198974-191199981,.,chr2,189839098,189877472,COL3A1	+
chr2,189877472,191333906,genic|chr2:191333756-191334991,0,14.845681,.,cis,chr2,191333906,191334841,genic|chr2:191333756-191334991,.,chr2,189839098,189877472,COL3A1	+
chr2,190044605,190477710,intergenic|chr2:190477560-190478239,0,14.401979,.,cis,chr2,190477710,190478089,intergenic|chr2:190477560-190478239,.,chr2,189896640,190044605,COL5A2	-
chr2,190044605,190539119,intergenic|chr2:190538969-190539848,0,9.955883,.,cis,chr2,190539119,190539698,intergenic|chr2:190538969-190539848,.,chr2,189896640,190044605,COL5A2	-
chr2,190044605,191199124,intergenic|chr2:191198974-191199981,0,10.214256,.,cis,chr2,191199124,191199831,intergenic|chr2:191198974-191199981,.,chr2,189896640,190044605,COL5A2	-
chr2,190044605,191333906,genic|chr2:191333756-191334991,0,14.845681,.,cis,chr2,191333906,191334841,genic|chr2:191333756-191334991,.,chr2,189896640,190044605,COL5A2	-
chr2,190305489,190340288,promoter|chr2:190305339-190306842,0,18.27772,.,cis,chr2,190305489,190306692,promoter|chr2:190305339-190306842,.,chr2,190306158,190340288,WDR75	+
chr2,190340288,190477710,intergenic|chr2:190477560-190478239,0,14.401979,.,cis,chr2,190477710,190478089,intergenic|chr2:190477560-190478239,.,chr2,190306158,190340288,WDR75	+
chr2,190340288,190539119,intergenic|chr2:190538969-190539848,0,9.955883,.,cis,chr2,190539119,190539698,intergenic|chr2:190538969-190539848,.,chr2,190306158,190340288,WDR75	+
chr2,190417016,190445537,intergenic|chr2:190416866-190417518,0,3.199714,.,cis,chr2,190417016,190417368,intergenic|chr2:190416866-190417518,.,chr2,190425315,190445537,SLC40A1	-
chr2,190424271,190445537,intergenic|chr2:190424121-190424885,0,5.366599,.,cis,chr2,190424271,190424735,intergenic|chr2:190424121-190424885,.,chr2,190425315,190445537,SLC40A1	-
chr2,190445199,190445537,promoter|chr2:190445049-190446152,0,8.977527,.,cis,chr2,190445199,190446002,promoter|chr2:190445049-190446152,.,chr2,190425315,190445537,SLC40A1	-
chr2,190445537,190446402,intergenic|chr2:190446252-190446752,0,0.866247,.,cis,chr2,190446402,190446602,intergenic|chr2:190446252-190446752,.,chr2,190425315,190445537,SLC40A1	-
chr2,190445537,190477710,intergenic|chr2:190477560-190478239,0,14.401979,.,cis,chr2,190477710,190478089,intergenic|chr2:190477560-190478239,.,chr2,190425315,190445537,SLC40A1	-
chr2,190445537,190478433,intergenic|chr2:190478283-190478783,0,4.237161,.,cis,chr2,190478433,190478633,intergenic|chr2:190478283-190478783,.,chr2,190425315,190445537,SLC40A1	-
chr2,190445537,190539119,intergenic|chr2:190538969-190539848,0,9.955883,.,cis,chr2,190539119,190539698,intergenic|chr2:190538969-190539848,.,chr2,190425315,190445537,SLC40A1	-
chr2,190445537,191333906,genic|chr2:191333756-191334991,0,14.845681,.,cis,chr2,191333906,191334841,genic|chr2:191333756-191334991,.,chr2,190425315,190445537,SLC40A1	-
chr2,190477710,190535557,intergenic|chr2:190477560-190478239,0,14.401979,.,cis,chr2,190477710,190478089,intergenic|chr2:190477560-190478239,.,chr2,190526124,190535557,ASNSD1	+
chr2,190477710,190627924,intergenic|chr2:190477560-190478239,0,14.401979,.,cis,chr2,190477710,190478089,intergenic|chr2:190477560-190478239,.,chr2,190611385,190627924,OSGEPL1	-
chr2,190477710,190630282,intergenic|chr2:190477560-190478239,0,14.401979,.,cis,chr2,190477710,190478089,intergenic|chr2:190477560-190478239,.,chr2,190627505,190630282,OSGEPL1-AS1	+
chr2,190477710,190649097,intergenic|chr2:190477560-190478239,0,14.401979,.,cis,chr2,190477710,190478089,intergenic|chr2:190477560-190478239,.,chr2,190634992,190649097,ORMDL1	-
chr2,190477710,190742355,intergenic|chr2:190477560-190478239,0,14.401979,.,cis,chr2,190477710,190478089,intergenic|chr2:190477560-190478239,.,chr2,190648810,190742355,PMS1	+
chr2,190477710,191068210,intergenic|chr2:190477560-190478239,0,14.401979,.,cis,chr2,190477710,190478089,intergenic|chr2:190477560-190478239,.,chr2,191045680,191068210,C2orf88	+
chr2,190477710,191367041,intergenic|chr2:190477560-190478239,0,14.401979,.,cis,chr2,190477710,190478089,intergenic|chr2:190477560-190478239,.,chr2,191273080,191367041,MFSD6	+
chr2,190525638,190535557,promoter|chr2:190525488-190526620,0,8.444326,.,cis,chr2,190525638,190526470,promoter|chr2:190525488-190526620,.,chr2,190526124,190535557,ASNSD1	+
chr2,190535557,190539119,intergenic|chr2:190538969-190539848,0,9.955883,.,cis,chr2,190539119,190539698,intergenic|chr2:190538969-190539848,.,chr2,190526124,190535557,ASNSD1	+
chr2,190535557,191199124,intergenic|chr2:191198974-191199981,0,10.214256,.,cis,chr2,191199124,191199831,intergenic|chr2:191198974-191199981,.,chr2,190526124,190535557,ASNSD1	+
chr2,190535557,191333906,genic|chr2:191333756-191334991,0,14.845681,.,cis,chr2,191333906,191334841,genic|chr2:191333756-191334991,.,chr2,190526124,190535557,ASNSD1	+
chr2,190539119,190627924,intergenic|chr2:190538969-190539848,0,9.955883,.,cis,chr2,190539119,190539698,intergenic|chr2:190538969-190539848,.,chr2,190611385,190627924,OSGEPL1	-
chr2,190539119,190630282,intergenic|chr2:190538969-190539848,0,9.955883,.,cis,chr2,190539119,190539698,intergenic|chr2:190538969-190539848,.,chr2,190627505,190630282,OSGEPL1-AS1	+
chr2,190539119,190649097,intergenic|chr2:190538969-190539848,0,9.955883,.,cis,chr2,190539119,190539698,intergenic|chr2:190538969-190539848,.,chr2,190634992,190649097,ORMDL1	-
chr2,190539119,190742355,intergenic|chr2:190538969-190539848,0,9.955883,.,cis,chr2,190539119,190539698,intergenic|chr2:190538969-190539848,.,chr2,190648810,190742355,PMS1	+
chr2,190539119,191068210,intergenic|chr2:190538969-190539848,0,9.955883,.,cis,chr2,190539119,190539698,intergenic|chr2:190538969-190539848,.,chr2,191045680,191068210,C2orf88	+
chr2,190627210,190627924,promoter|chr2:190627060-190628212,0,13.785443,.,cis,chr2,190627210,190628062,promoter|chr2:190627060-190628212,.,chr2,190611385,190627924,OSGEPL1	-
chr2,190627210,190630282,promoter|chr2:190627060-190628212,0,13.785443,.,cis,chr2,190627210,190628062,promoter|chr2:190627060-190628212,.,chr2,190627505,190630282,OSGEPL1-AS1	+
chr2,190627924,190648239,promoter|chr2:190648089-190649668,0,21.076791,.,cis,chr2,190648239,190649518,promoter|chr2:190648089-190649668,.,chr2,190611385,190627924,OSGEPL1	-
chr2,190627924,191199124,intergenic|chr2:191198974-191199981,0,10.214256,.,cis,chr2,191199124,191199831,intergenic|chr2:191198974-191199981,.,chr2,190611385,190627924,OSGEPL1	-
chr2,190627924,191333906,genic|chr2:191333756-191334991,0,14.845681,.,cis,chr2,191333906,191334841,genic|chr2:191333756-191334991,.,chr2,190611385,190627924,OSGEPL1	-
chr2,190630282,190648239,promoter|chr2:190648089-190649668,0,21.076791,.,cis,chr2,190648239,190649518,promoter|chr2:190648089-190649668,.,chr2,190627505,190630282,OSGEPL1-AS1	+
chr2,190630282,191199124,intergenic|chr2:191198974-191199981,0,10.214256,.,cis,chr2,191199124,191199831,intergenic|chr2:191198974-191199981,.,chr2,190627505,190630282,OSGEPL1-AS1	+
chr2,190630282,191333906,genic|chr2:191333756-191334991,0,14.845681,.,cis,chr2,191333906,191334841,genic|chr2:191333756-191334991,.,chr2,190627505,190630282,OSGEPL1-AS1	+
chr2,190648239,190649097,promoter|chr2:190648089-190649668,0,21.076791,.,cis,chr2,190648239,190649518,promoter|chr2:190648089-190649668,.,chr2,190634992,190649097,ORMDL1	-
chr2,190648239,190742355,promoter|chr2:190648089-190649668,0,21.076791,.,cis,chr2,190648239,190649518,promoter|chr2:190648089-190649668,.,chr2,190648810,190742355,PMS1	+
chr2,191050192,191068210,genic|chr2:191050042-191050542,0,0.643711,.,cis,chr2,191050192,191050392,genic|chr2:191050042-191050542,.,chr2,191045680,191068210,C2orf88	+
chr2,191068210,191199124,intergenic|chr2:191198974-191199981,0,10.214256,.,cis,chr2,191199124,191199831,intergenic|chr2:191198974-191199981,.,chr2,191045680,191068210,C2orf88	+
chr2,191068210,191333906,genic|chr2:191333756-191334991,0,14.845681,.,cis,chr2,191333906,191334841,genic|chr2:191333756-191334991,.,chr2,191045680,191068210,C2orf88	+
chr2,191068210,191513189,intergenic|chr2:191513039-191514930,0,11.117672,.,cis,chr2,191513189,191514780,intergenic|chr2:191513039-191514930,.,chr2,191045680,191068210,C2orf88	+
chr2,191068210,191746255,genic|chr2:191746105-191747276,0,10.62537,.,cis,chr2,191746255,191747126,genic|chr2:191746105-191747276,.,chr2,191045680,191068210,C2orf88	+
chr2,191183920,191184771,promoter|chr2:191183770-191185021,0,16.821551,.,cis,chr2,191183920,191184871,promoter|chr2:191183770-191185021,.,chr2,191069359,191184771,HIBCH	-
chr2,191184771,191199124,intergenic|chr2:191198974-191199981,0,10.214256,.,cis,chr2,191199124,191199831,intergenic|chr2:191198974-191199981,.,chr2,191069359,191184771,HIBCH	-
chr2,191184771,191333906,genic|chr2:191333756-191334991,0,14.845681,.,cis,chr2,191333906,191334841,genic|chr2:191333756-191334991,.,chr2,191069359,191184771,HIBCH	-
chr2,191184771,191513189,intergenic|chr2:191513039-191514930,0,11.117672,.,cis,chr2,191513189,191514780,intergenic|chr2:191513039-191514930,.,chr2,191069359,191184771,HIBCH	-
chr2,191199124,191236391,intergenic|chr2:191198974-191199981,0,10.214256,.,cis,chr2,191199124,191199831,intergenic|chr2:191198974-191199981,.,chr2,191208195,191236391,INPP1	+
chr2,191199124,191367041,intergenic|chr2:191198974-191199981,0,10.214256,.,cis,chr2,191199124,191199831,intergenic|chr2:191198974-191199981,.,chr2,191273080,191367041,MFSD6	+
chr2,191199124,191399468,intergenic|chr2:191198974-191199981,0,10.214256,.,cis,chr2,191199124,191199831,intergenic|chr2:191198974-191199981,.,chr2,191371618,191399468,NEMP2	-
chr2,191208020,191236391,promoter|chr2:191207870-191209372,0,9.079089,.,cis,chr2,191208020,191209222,promoter|chr2:191207870-191209372,.,chr2,191208195,191236391,INPP1	+
chr2,191217449,191236391,genic|chr2:191217299-191218085,0,1.744718,.,cis,chr2,191217449,191217935,genic|chr2:191217299-191218085,.,chr2,191208195,191236391,INPP1	+
chr2,191219126,191236391,genic|chr2:191218976-191219739,0,1.486961,.,cis,chr2,191219126,191219589,genic|chr2:191218976-191219739,.,chr2,191208195,191236391,INPP1	+
chr2,191236391,191333906,genic|chr2:191333756-191334991,0,14.845681,.,cis,chr2,191333906,191334841,genic|chr2:191333756-191334991,.,chr2,191208195,191236391,INPP1	+
chr2,191236391,191513189,intergenic|chr2:191513039-191514930,0,11.117672,.,cis,chr2,191513189,191514780,intergenic|chr2:191513039-191514930,.,chr2,191208195,191236391,INPP1	+
chr2,191269351,191367041,intergenic|chr2:191269201-191269701,0,0.684436,.,cis,chr2,191269351,191269551,intergenic|chr2:191269201-191269701,.,chr2,191273080,191367041,MFSD6	+
chr2,191307890,191367041,genic|chr2:191307740-191308380,0,3.614609,.,cis,chr2,191307890,191308230,genic|chr2:191307740-191308380,.,chr2,191273080,191367041,MFSD6	+
chr2,191333906,191367041,genic|chr2:191333756-191334991,0,14.845681,.,cis,chr2,191333906,191334841,genic|chr2:191333756-191334991,.,chr2,191273080,191367041,MFSD6	+
chr2,191333906,191399468,genic|chr2:191333756-191334991,0,14.845681,.,cis,chr2,191333906,191334841,genic|chr2:191333756-191334991,.,chr2,191371618,191399468,NEMP2	-
chr2,191333906,191830270,genic|chr2:191333756-191334991,0,14.845681,.,cis,chr2,191333906,191334841,genic|chr2:191333756-191334991,.,chr2,191745546,191830270,GLS	+
chr2,191333906,191897040,genic|chr2:191333756-191334991,0,14.845681,.,cis,chr2,191333906,191334841,genic|chr2:191333756-191334991,.,chr2,191886251,191897040,LOC105373805	+
chr2,191333906,192290115,genic|chr2:191333756-191334991,0,14.845681,.,cis,chr2,191333906,191334841,genic|chr2:191333756-191334991,.,chr2,192110001,192290115,MYO1B	+
chr2,191367041,191513189,intergenic|chr2:191513039-191514930,0,11.117672,.,cis,chr2,191513189,191514780,intergenic|chr2:191513039-191514930,.,chr2,191273080,191367041,MFSD6	+
chr2,191367041,191746255,genic|chr2:191746105-191747276,0,10.62537,.,cis,chr2,191746255,191747126,genic|chr2:191746105-191747276,.,chr2,191273080,191367041,MFSD6	+
chr2,191398538,191399468,promoter|chr2:191398388-191400100,0,10.37585,.,cis,chr2,191398538,191399950,promoter|chr2:191398388-191400100,.,chr2,191371618,191399468,NEMP2	-
chr2,191399468,191513189,intergenic|chr2:191513039-191514930,0,11.117672,.,cis,chr2,191513189,191514780,intergenic|chr2:191513039-191514930,.,chr2,191371618,191399468,NEMP2	-
chr2,191399468,191746255,genic|chr2:191746105-191747276,0,10.62537,.,cis,chr2,191746255,191747126,genic|chr2:191746105-191747276,.,chr2,191371618,191399468,NEMP2	-
chr2,191513189,191878976,intergenic|chr2:191513039-191514930,0,11.117672,.,cis,chr2,191513189,191514780,intergenic|chr2:191513039-191514930,.,chr2,191833761,191878976,STAT1	-
chr2,191513189,192290115,intergenic|chr2:191513039-191514930,0,11.117672,.,cis,chr2,191513189,191514780,intergenic|chr2:191513039-191514930,.,chr2,192110001,192290115,MYO1B	+
chr2,191513189,193059659,intergenic|chr2:191513039-191514930,0,11.117672,.,cis,chr2,191513189,191514780,intergenic|chr2:191513039-191514930,.,chr2,192813771,193059659,TMEFF2	-
chr2,191706465,191830270,intergenic|chr2:191706315-191706922,0,5.303541,.,cis,chr2,191706465,191706772,intergenic|chr2:191706315-191706922,.,chr2,191745546,191830270,GLS	+
chr2,191732030,191830270,intergenic|chr2:191731880-191732380,0,2.821277,.,cis,chr2,191732030,191732230,intergenic|chr2:191731880-191732380,.,chr2,191745546,191830270,GLS	+
chr2,191744859,191830270,promoter|chr2:191744709-191745796,0,13.673535,.,cis,chr2,191744859,191745646,promoter|chr2:191744709-191745796,.,chr2,191745546,191830270,GLS	+
chr2,191746255,191830270,genic|chr2:191746105-191747276,0,10.62537,.,cis,chr2,191746255,191747126,genic|chr2:191746105-191747276,.,chr2,191745546,191830270,GLS	+
chr2,191746255,191878976,genic|chr2:191746105-191747276,0,10.62537,.,cis,chr2,191746255,191747126,genic|chr2:191746105-191747276,.,chr2,191833761,191878976,STAT1	-
chr2,191746255,191897040,genic|chr2:191746105-191747276,0,10.62537,.,cis,chr2,191746255,191747126,genic|chr2:191746105-191747276,.,chr2,191886251,191897040,LOC105373805	+
chr2,191746255,192290115,genic|chr2:191746105-191747276,0,10.62537,.,cis,chr2,191746255,191747126,genic|chr2:191746105-191747276,.,chr2,192110001,192290115,MYO1B	+
chr2,191747617,191830270,genic|chr2:191747467-191747967,0,1.168558,.,cis,chr2,191747617,191747817,genic|chr2:191747467-191747967,.,chr2,191745546,191830270,GLS	+
chr2,191865684,191878976,genic|chr2:191865534-191866285,0,4.355855,.,cis,chr2,191865684,191866135,genic|chr2:191865534-191866285,.,chr2,191833761,191878976,STAT1	-
chr2,191865684,191897040,genic|chr2:191865534-191866285,0,4.355855,.,cis,chr2,191865684,191866135,genic|chr2:191865534-191866285,.,chr2,191886251,191897040,LOC105373805	+
chr2,191878448,191878976,promoter|chr2:191878298-191879483,0,12.087957,.,cis,chr2,191878448,191879333,promoter|chr2:191878298-191879483,.,chr2,191833761,191878976,STAT1	-
chr2,191878448,191897040,promoter|chr2:191878298-191879483,0,12.087957,.,cis,chr2,191878448,191879333,promoter|chr2:191878298-191879483,.,chr2,191886251,191897040,LOC105373805	+
chr2,191878976,191885009,promoter|chr2:191884859-191886501,0,17.891742,.,cis,chr2,191885009,191886351,promoter|chr2:191884859-191886501,.,chr2,191833761,191878976,STAT1	-
chr2,191885009,191897040,promoter|chr2:191884859-191886501,0,17.891742,.,cis,chr2,191885009,191886351,promoter|chr2:191884859-191886501,.,chr2,191886251,191897040,LOC105373805	+
chr2,192109853,192290115,promoter|chr2:192109703-192111159,0,4.540222,.,cis,chr2,192109853,192111009,promoter|chr2:192109703-192111159,.,chr2,192110001,192290115,MYO1B	+
chr2,192290115,192343616,intergenic|chr2:192343466-192344682,0,5.28142,.,cis,chr2,192343616,192344532,intergenic|chr2:192343466-192344682,.,chr2,192110001,192290115,MYO1B	+
chr2,192290115,192731423,intergenic|chr2:192731273-192732216,0,11.952819999999999,.,cis,chr2,192731423,192732066,intergenic|chr2:192731273-192732216,.,chr2,192110001,192290115,MYO1B	+
chr2,192541994,192553248,promoter|chr2:192541844-192543842,0,21.221064,.,cis,chr2,192541994,192543692,promoter|chr2:192541844-192543842,.,chr2,192542797,192553248,NABP1	+
chr2,192701573,192712006,genic|chr2:192701423-192701923,0,1.779245,.,cis,chr2,192701573,192701773,genic|chr2:192701423-192701923,.,chr2,192699031,192712006,SDPR	-
chr2,192711743,192712006,promoter|chr2:192711593-192712447,0,4.220711,.,cis,chr2,192711743,192712297,promoter|chr2:192711593-192712447,.,chr2,192699031,192712006,SDPR	-
