chr,start,end,score
chr2,6409205,6410677,0.642737596
chr2,6410677,6412149,0.594999977
chr2,6412149,6413621,0.566983721
chr2,6413621,6415093,0.625380433
chr2,6415093,6416565,0.627989106
chr2,6416565,6418037,0.494633136
chr2,6418037,6419509,0.456521739
chr2,6419509,6420981,0.419121853
chr2,6420981,6422453,0.437568001
chr2,6422453,6423925,0.670584223
chr2,6423925,6425397,0.557608729
chr2,6425397,6426869,0.4491713
chr2,6426869,6428341,0.345923921
chr2,6428341,6429813,0.374081649
chr2,6429813,6430980,0.362233016
chr2,6430980,6432452,0.560740471
chr2,6432452,6433589,0.420055987
chr2,6433589,6435061,0.44252719
chr2,6435061,6436533,0.82529889
chr2,6436533,6438005,0.59458252
chr2,6438208,6439680,0.396610207
chr2,6439680,6441152,0.660931583
chr2,6441152,6442624,0.641689415
chr2,6442624,6443728,0.389194139
chr2,6443740,6445212,0.45702445
chr2,6445212,6446684,0.827642607
chr2,6446684,6448156,0.502105962
chr2,6448156,6449628,0.696399523
chr2,6449628,6451100,0.392434646
chr2,6451100,6452572,0.74283293
chr2,6452572,6454044,0.473598331
chr2,6454044,6455516,0.548065973
chr2,6455735,6457207,0.488519005
chr2,6457207,6458679,0.502686549
chr2,6458679,6460151,0.671555726
chr2,6460151,6461623,0.354175892
chr2,6461623,6462868,0.413681224
chr2,6462868,6464048,0.385751795
chr2,6464048,6465520,0.820118874
chr2,6465520,6466992,0.750781267
chr2,6466992,6468464,0.617486373
chr2,6468464,6469936,1.417241801
chr2,6469936,6471408,0.431114114
chr2,6471408,6472880,0.443451552
chr2,6472880,6474352,0.635529933
chr2,6474352,6475824,0.425428384
chr2,6475824,6477296,0.621304305
chr2,6477296,6478768,0.561604901
chr2,6478768,6479876,0.636576579
chr2,6479876,6481348,0.44485059
chr2,6481348,6482820,0.854660283
chr2,6482820,6484292,1.743070519
chr2,6484292,6485764,0.50078462
chr2,6485764,6487236,0.412354144
chr2,6487236,6488708,0.30027434
chr2,6488708,6490180,0.476630418
chr2,6490180,6491652,0.56687247
chr2,6491652,6493124,0.430706522
chr2,6493124,6494596,0.46148097
chr2,6494596,6495898,0.418241765
chr2,6495898,6497370,0.440743338
chr2,6497370,6498491,1.320037583
chr2,6498491,6499963,0.938933497
chr2,6499963,6501435,0.850047651
chr2,6501435,6502907,0.438781075
chr2,6502907,6504070,0.401234568
chr2,6504070,6505542,0.570856011
chr2,6505542,6507014,0.476183531
chr2,6507014,6508486,0.444633152
chr2,6508486,6509590,0.456601849
chr2,6509679,6511151,0.448369565
chr2,6511151,6512623,0.508210492
chr2,6512623,6514095,0.413653137
chr2,6514095,6515199,0.234148761
chr2,6515257,6516563,0.495676106
chr2,6516563,6518035,0.319396898
chr2,6518035,6519507,0.339240511
chr2,6519507,6520979,0.383117922
chr2,6520979,6522451,0.388270695
chr2,6522451,6523923,0.577445611
chr2,6523923,6525028,0.389381359
chr2,6525028,6526500,0.400620796
chr2,6526500,6527972,0.570407577
chr2,6527972,6529444,0.608491898
chr2,6529444,6530916,0.562129743
chr2,6530916,6532369,0.337311841
chr2,6532369,6533841,0.330780248
chr2,6533841,6535313,0.362295091
chr2,6535313,6536785,0.319539445
chr2,6536785,6538257,0.563926614
chr2,6538257,6539729,0.519195535
chr2,6539729,6541201,0.429511695
chr2,6541201,6542305,0.694464891
chr2,6542353,6543825,0.344370861
chr2,6543825,6545297,0.424480721
chr2,6545297,6546652,0.210588235
chr2,6546652,6548124,0.316508148
chr2,6548124,6549596,0.406002737
chr2,6549596,6551068,0.542999988
chr2,6551068,6552540,0.354682177
chr2,6552540,6553644,0.491160243
chr2,6553926,6555398,0.513042289
chr2,6555398,6556870,0.497690242
chr2,6556870,6558342,0.403111165
chr2,6558458,6559930,0.370919059
chr2,6559930,6561268,0.422727312
chr2,6561268,6562740,0.348102208
chr2,6562740,6564212,0.278416765
chr2,6564577,6566049,0.202663787
chr2,6566049,6567521,0.382880418
chr2,6567521,6568993,0.514870934
chr2,6568993,6570465,0.373301672
chr2,6570465,6571937,0.331366911
chr2,6571950,6573422,0.496229628
chr2,6573422,6574526,0.547782407
chr2,6574543,6576015,0.307035561
chr2,6576015,6577487,0.243729097
chr2,6577504,6578976,0.347989093
chr2,6578976,6580448,0.285538885
chr2,6580448,6581920,0.399456522
chr2,6581920,6583392,0.405333359
chr2,6583392,6584568,0.2701459
chr2,6584568,6586040,0.345655371
chr2,6586040,6587342,0.367745442
chr2,6587342,6588814,0.603702657
chr2,6588814,6590286,0.406307
chr2,6590286,6591758,0.43220502
chr2,6591758,6593230,0.310406633
chr2,6593230,6594702,0.526384849
chr2,6594702,6596174,0.352904706
chr2,6596174,6597646,0.530652171
chr2,6597646,6599118,0.415395206
chr2,6599118,6600590,0.47432066
chr2,6600590,6601750,0.356509729
chr2,6601750,6602859,0.442545109
chr2,6602859,6604331,0.356589649
chr2,6604331,6605803,0.314796651
chr2,6605803,6607275,0.316996583
chr2,6607275,6608381,0.513422137
chr2,6608381,6609853,0.4183627
chr2,6609853,6611325,0.583011016
chr2,6611325,6612797,0.615864993
chr2,6612797,6614269,0.302745665
chr2,6614355,6615827,0.375034327
chr2,6615827,6617299,0.625889903
chr2,6617299,6618771,0.282653042
chr2,6618771,6620243,0.468771686
chr2,6620243,6621715,0.541440217
chr2,6621715,6623187,0.512167992
chr2,6623187,6624659,0.337629318
chr2,6624659,6625763,0.425271156
chr2,6625768,6627240,0.375206603
chr2,6627240,6628712,0.371966824
chr2,6628712,6630184,0.391717879
chr2,6630315,6631787,0.352272727
chr2,6631787,6633259,0.354817824
chr2,6633259,6634731,0.671128634
chr2,6634880,6636027,0.299892467
chr2,6636027,6637499,0.338095265
chr2,6637499,6638971,0.429551664
chr2,6638971,6640443,0.53525821
chr2,6640443,6641915,0.368614114
chr2,6641915,6643387,0.677262265
chr2,6643387,6644859,0.438231232
chr2,6644859,6646331,0.645461995
chr2,6646331,6647803,0.545448345
chr2,6647803,6649275,0.453030295
chr2,6649275,6650747,0.396622123
chr2,6650747,6652219,0.506114172
chr2,6652219,6653691,0.471059758
chr2,6653691,6655163,0.639782066
chr2,6655163,6656635,0.379619598
chr2,6656635,6658107,0.521425437
chr2,6658107,6659579,0.492296962
chr2,6659579,6661051,0.54080847
chr2,6661051,6662502,0.253235312
chr2,6662502,6663974,0.487702997
chr2,6663974,6665098,0.338517841
chr2,6665098,6666254,0.263027534
chr2,6666254,6667726,0.379211965
chr2,6667726,6669198,0.442255435
chr2,6669198,6670670,0.533152124
chr2,6670670,6672142,0.27900416
chr2,6672142,6673614,0.585618226
chr2,6673614,6675086,0.514167268
chr2,6675086,6676558,0.426666675
chr2,6676558,6678030,0.276013995
chr2,6678030,6679502,0.507697825
chr2,6679655,6681127,0.623498585
chr2,6681127,6682345,0.373498558
chr2,6682345,6683817,0.176557879
chr2,6683817,6685289,0.507726615
chr2,6685289,6686761,0.488451087
chr2,6686761,6688233,0.557361137
chr2,6688233,6689705,0.649626359
chr2,6689705,6691177,0.46676514
chr2,6691177,6692649,0.625679348
chr2,6692649,6694121,1.23045515
chr2,6694121,6695593,0.48636039
chr2,6695593,6697065,0.708668419
chr2,6697065,6698537,0.655869608
chr2,6698537,6700009,0.653444332
chr2,6700009,6701113,0.217826629
chr2,6701668,6702865,0.545957729
chr2,6702865,6704337,0.423460433
chr2,6704337,6705809,0.801039323
chr2,6705809,6707281,0.52622281
chr2,6707281,6708753,0.315159953
chr2,6708753,6710225,0.6171807
chr2,6710225,6711697,0.546467366
chr2,6711697,6713169,0.570292141
chr2,6713169,6714641,0.481049728
chr2,6714641,6716113,0.827581489
chr2,6716113,6717585,0.533165724
chr2,6717585,6719057,0.557126377
chr2,6719057,6720529,0.694150842
chr2,6720529,6722001,1.777608623
chr2,6722001,6723473,0.825310639
chr2,6723473,6724945,0.494904891
chr2,6724945,6726417,1.02043938
chr2,6726417,6727889,0.484624051
chr2,6727889,6729361,0.766694255
chr2,6729361,6730833,1.004646633
chr2,6730833,6731943,0.350548361
chr2,6731943,6733415,0.450543445
chr2,6733415,6734887,0.383321933
chr2,6734887,6736359,0.419359765
chr2,6736359,6737831,0.387160343
chr2,6737831,6739303,0.496428563
chr2,6739303,6740775,0.44816078
chr2,6740775,6742247,0.356725527
chr2,6742247,6743719,0.301693719
chr2,6743719,6745191,0.431193961
chr2,6745191,6746569,0.232804871
chr2,6746569,6748041,0.422973934
chr2,6748041,6749513,0.2957201
chr2,6749513,6750645,0.450151368
chr2,6750645,6752117,0.273760331
chr2,6752117,6753589,0.348627168
chr2,6753589,6754775,0.296680498
chr2,6754775,6755983,0.384205688
chr2,6755983,6757455,0.564231799
chr2,6757455,6758927,0.505971296
chr2,6758927,6760200,0.269158871
chr2,6760200,6761672,0.336496847
chr2,6761672,6763144,0.377797508
chr2,6763144,6764616,0.510048633
chr2,6764616,6766088,0.371127709
chr2,6766088,6767393,0.25143442
chr2,6767453,6768925,0.501766329
chr2,6768925,6770029,0.467339472
chr2,6770087,6771559,0.358436514
chr2,6771559,6772663,0.506415423
chr2,6772676,6773412,0.288035428
chr2,6777319,6778791,0.437907634
chr2,6778791,6780263,0.627989147
chr2,6780263,6781735,0.537902064
chr2,6781735,6783207,0.560020364
chr2,6783207,6784679,0.345252911
chr2,6784679,6786151,0.568981005
chr2,6786151,6787623,0.412839682
chr2,6787623,6788770,0.292039801
chr2,6788770,6790242,0.337420274
chr2,6790242,6791714,0.707106051
chr2,6791714,6793186,0.479144055
chr2,6793186,6794526,0.456087428
chr2,6794526,6795998,0.527710854
chr2,6795998,6797470,0.628410339
chr2,6797470,6798942,0.351358745
chr2,6798942,6800105,0.202510917
chr2,6800105,6801577,0.676358679
chr2,6801577,6803049,0.428002852
chr2,6803298,6804770,0.357343182
chr2,6804770,6806242,0.364676958
chr2,6806242,6807714,0.403396731
chr2,6807714,6808857,0.324598381
chr2,6808857,6809992,0.421025672
chr2,6809992,6811464,0.535760921
chr2,6811464,6812936,0.435122283
chr2,6812936,6814067,0.521601221
chr2,6814067,6815357,0.646666713
chr2,6815357,6816829,0.3984375
chr2,6816829,6817990,0.450247788
chr2,6817990,6819462,0.765917073
chr2,6819462,6820934,0.601086948
chr2,6820934,6822406,0.533967391
chr2,6822406,6823661,0.425104141
chr2,6823661,6825133,0.332137847
chr2,6825133,6826252,0.250234206
chr2,6826252,6827724,0.438247307
chr2,6827724,6829196,0.641351866
chr2,6829196,6830668,0.708899457
chr2,6830668,6832140,0.603947059
chr2,6832140,6833612,0.188216313
chr2,6833612,6834921,0.332708529
chr2,6834921,6836393,0.354055981
chr2,6836393,6837513,0.309778587
chr2,6837513,6838985,0.470210929
chr2,6838985,6840457,0.416372299
chr2,6840457,6840825,0.17750001
chr2,6844679,6845047,0.176470571
chr2,6846527,6847999,0.304434608
chr2,6847999,6849471,0.708186108
chr2,6849471,6850577,0.440184561
chr2,6850577,6851313,0.458821764
chr2,6851761,6853233,0.72359367
chr2,6853233,6854705,0.570176581
chr2,6854705,6856177,0.405547427
chr2,6856177,6857649,0.443138579
chr2,6857649,6859121,0.453030523
chr2,6859121,6860593,0.271877292
chr2,6860593,6862065,0.541277181
chr2,6862065,6863537,0.459986122
chr2,6863537,6864682,0.383503989
chr2,6864682,6865799,0.376318629
chr2,6865799,6867271,0.431933913
chr2,6867271,6868441,0.392300642
chr2,6868441,6869913,0.872157897
chr2,6869947,6871419,0.777799473
chr2,6871419,6872891,4.343839231
chr2,6872891,6874363,0.769369883
chr2,6874363,6875835,1.39971476
chr2,6875835,6877307,0.653845124
chr2,6877307,6878779,0.376546584
chr2,6879055,6880527,0.709884561
chr2,6880527,6881999,0.587172063
chr2,6881999,6883103,0.404179747
chr2,6883227,6884449,0.840214908
chr2,6884449,6885921,0.734161523
chr2,6885921,6887393,0.666222863
chr2,6887393,6888676,0.465732977
chr2,6888676,6889872,0.387306184
chr2,6889872,6891344,0.375018863
chr2,6891344,6892816,0.439985272
chr2,6892816,6894288,0.702527254
chr2,6894288,6895399,0.352440558
chr2,6895399,6896871,0.517595084
chr2,6896871,6898343,0.569673953
chr2,6898343,6899815,0.500645347
chr2,6899815,6900919,0.359167517
chr2,6901180,6902284,0.323341837
chr2,6902293,6903765,0.194803012
chr2,6903765,6904960,0.656802541
chr2,6904960,6906089,0.435934489
chr2,6906089,6907561,0.584171212
chr2,6907561,6909033,0.434844193
chr2,6909033,6910193,0.473013142
chr2,6910193,6911665,0.565414387
chr2,6911665,6913137,0.61276625
chr2,6913289,6914393,0.300660793
chr2,6914469,6915941,0.486956513
chr2,6915941,6917413,0.471603311
chr2,6917413,6918885,0.604415769
chr2,6918885,6919989,0.331728034
chr2,6920052,6921524,0.289078498
chr2,6921524,6922996,0.382145603
chr2,6922996,6924468,0.339877709
chr2,6924468,6925940,0.407965971
chr2,6925998,6927470,0.478260911
chr2,6927470,6928574,0.497047244
chr2,6928809,6930281,0.335542671
chr2,6930281,6931387,0.36937799
chr2,6931387,6932491,0.588195684
chr2,6932506,6933978,0.446195685
chr2,6933978,6935450,0.405647068
chr2,6935450,6936922,0.47650311
chr2,6936922,6938394,0.469497266
chr2,6938394,6939866,0.422789386
chr2,6939866,6941338,0.390896756
chr2,6941338,6942810,0.648709256
chr2,6942810,6944282,0.825062268
chr2,6944282,6945754,0.355807527
chr2,6945754,6947095,0.525267215
chr2,6947095,6948255,0.254526743
chr2,6948255,6949727,0.374771601
chr2,6949727,6951199,0.35268524
chr2,6951199,6952348,0.318405512
chr2,6952348,6953463,0.399694775
chr2,6953463,6954935,0.461073419
chr2,6954935,6956407,0.509444997
chr2,6956513,6957985,0.490828804
chr2,6957985,6959289,0.310304232
chr2,6959289,6960761,0.533288043
chr2,6960761,6961888,0.221448468
chr2,6961888,6963360,0.40480907
chr2,6963360,6964832,0.401038062
chr2,6964832,6966304,0.391474024
chr2,6966304,6967776,0.49442934
chr2,6967776,6969248,0.783118207
chr2,6969248,6970720,0.878335704
chr2,6970720,6971896,0.460573159
chr2,6971896,6973020,0.34542295
chr2,6973020,6974492,0.49547552
chr2,6974492,6975596,0.420596728
chr2,6975669,6976859,0.262925846
chr2,6976859,6978331,0.236739679
chr2,6978331,6979803,0.313926655
chr2,6979803,6981275,0.310872772
chr2,6981275,6982379,0.36882965
chr2,6982733,6984205,0.45142663
chr2,6984205,6985677,0.322758156
chr2,6985677,6987149,0.40355586
chr2,6987149,6988621,0.331317943
chr2,6988621,6990093,0.484217806
chr2,6990187,6991659,0.370679861
chr2,6991659,6992763,0.299416612
chr2,6993191,6994663,0.297457627
chr2,6994813,6996285,0.250730874
chr2,6996285,6997709,0.305470473
chr2,6997709,6999181,0.419157609
chr2,6999181,7000653,0.622826037
chr2,7000653,7002125,0.403254094
chr2,7002125,7003278,0.385894775
chr2,7003326,7004798,0.332681186
chr2,7004798,7006270,0.292054287
chr2,7006425,7007897,0.383809203
chr2,7007897,7009001,0.255198035
chr2,7009026,7010442,0.237105001
chr2,7010442,7011914,0.502309799
chr2,7011914,7013386,0.328610524
chr2,7013386,7014490,0.334380821
chr2,7014491,7015963,0.414374593
chr2,7015963,7017435,0.322690217
chr2,7017435,7018907,0.490135898
chr2,7018907,7020379,0.484065926
chr2,7020379,7021851,0.455978228
chr2,7021851,7023323,0.980027074
chr2,7023323,7024795,0.616542111
chr2,7024795,7026267,0.597486413
chr2,7026267,7027739,0.368478277
chr2,7027739,7029211,0.448530631
chr2,7029211,7030683,0.404545473
chr2,7030683,7032155,0.373460731
chr2,7032155,7033627,0.470516288
chr2,7033627,7034781,0.318839236
chr2,7034781,7035885,0.287593576
chr2,7035991,7037463,0.56983699
chr2,7037463,7038935,0.326358712
chr2,7038935,7040407,0.647432078
chr2,7040407,7041879,0.25564854
chr2,7041879,7043351,0.346739001
chr2,7043351,7044823,0.508872239
chr2,7044823,7046295,0.303099157
chr2,7046295,7047767,0.388586957
chr2,7047767,7049239,0.379211965
chr2,7049239,7050711,0.321331307
chr2,7050711,7052183,0.286933119
chr2,7052183,7053655,0.427375191
chr2,7053655,7055127,0.651915758
chr2,7055127,7056599,0.462160359
chr2,7056599,7058071,0.48194563
chr2,7058071,7059543,0.441369665
chr2,7059543,7061015,0.555280443
chr2,7061015,7062487,0.329415757
chr2,7062487,7063959,0.712615552
chr2,7063959,7065431,0.461059996
chr2,7065431,7066204,0.324305556
chr2,7066568,7068040,0.430883401
chr2,7068040,7069512,0.368070644
chr2,7069512,7070616,0.638567407
chr2,7070681,7072153,0.447381111
chr2,7072153,7073625,0.534864135
chr2,7073625,7075097,0.504296798
chr2,7075097,7076569,0.384134277
chr2,7076569,7078041,0.390896714
chr2,7078041,7079145,0.516614078
chr2,7079167,7080639,0.380792664
chr2,7080639,7082111,1.013056962
chr2,7082111,7083215,0.390150651
chr2,7083223,7084695,0.449320669
chr2,7084695,7086167,0.363877258
chr2,7086167,7087639,0.445550865
chr2,7087639,7089111,0.304992872
chr2,7089111,7090583,0.742445655
chr2,7090583,7091722,0.421169894
chr2,7091722,7093194,0.977490119
chr2,7093194,7094666,0.532031267
chr2,7094666,7096138,0.251902186
chr2,7096138,7097610,0.555373648
chr2,7097610,7099082,0.340489139
chr2,7099082,7100554,0.574170309
chr2,7100565,7102037,0.629130405
chr2,7102037,7103509,0.495267473
chr2,7103509,7104981,0.510476879
chr2,7104981,7106453,0.421942918
chr2,7106453,7107925,0.424524473
chr2,7107925,7109397,0.416068867
chr2,7109397,7110869,0.487010793
chr2,7110869,7112341,0.376888925
chr2,7112341,7113813,0.514551749
chr2,7113813,7115285,0.489064455
chr2,7115285,7116757,0.879796153
chr2,7116757,7117959,0.420416673
chr2,7117959,7119431,0.335196696
chr2,7119431,7120903,0.487975577
chr2,7120903,7122375,0.475511621
chr2,7122375,7123847,0.412160334
chr2,7123847,7125319,0.375923287
chr2,7125319,7126791,0.395805384
chr2,7126791,7127935,0.303591665
chr2,7127935,7129407,0.337933707
chr2,7129407,7130879,0.420903955
chr2,7130879,7131983,0.422198263
chr2,7132139,7133243,0.358785649
chr2,7133248,7134720,0.252148589
chr2,7134720,7136192,0.461939714
chr2,7136192,7137335,0.305030193
chr2,7137335,7138071,0.32571884
chr2,7139444,7140916,0.33654893
chr2,7140916,7142388,0.364504847
chr2,7142388,7143508,0.300203874
chr2,7143508,7144980,0.363414634
chr2,7144980,7146452,0.368550051
chr2,7146452,7147556,0.463366276
chr2,7147668,7149140,0.306870237
chr2,7149140,7150589,0.428015177
chr2,7150589,7152061,0.35525349
chr2,7152061,7153533,0.429823419
chr2,7153533,7155005,0.290345388
chr2,7155074,7156546,0.409435302
chr2,7156546,7157650,0.419790687
chr2,7157653,7159125,0.39107012
chr2,7159125,7160237,0.255758288
chr2,7160237,7161341,0.585201794
chr2,7161471,7162943,0.506317968
chr2,7162943,7164047,0.351595271
chr2,7164572,7166044,0.32392985
chr2,7166044,7167516,0.225784764
chr2,7167651,7169123,0.383356011
chr2,7169123,7170397,0.510373809
chr2,7170397,7171869,0.27264481
chr2,7171869,7172981,0.429456528
chr2,7172981,7174453,0.524592358
chr2,7174453,7175925,0.463315259
chr2,7175925,7177029,0.552964373
chr2,7177159,7178631,0.468953796
chr2,7178631,7180103,0.422085023
chr2,7180103,7181575,0.244911675
chr2,7181575,7183047,0.274841059
chr2,7183047,7184519,0.388788961
chr2,7184519,7185991,0.475949401
chr2,7185991,7187095,0.350790331
chr2,7187392,7188864,0.411290791
chr2,7188864,7190197,0.336435861
chr2,7190197,7191353,0.290609415
chr2,7191353,7192825,0.592255468
chr2,7192825,7194297,0.395916767
chr2,7194297,7195769,0.479593242
chr2,7195769,7197241,0.243964251
chr2,7197272,7198744,0.233220121
chr2,7198744,7200216,0.316221575
chr2,7200944,7202416,0.422078838
chr2,7202416,7203722,0.386879117
chr2,7203722,7204857,0.182015822
chr2,7204857,7206329,0.328328796
chr2,7206329,7207801,0.362799719
chr2,7207801,7208905,0.660501053
chr2,7209046,7210518,0.55659576
chr2,7210518,7211990,0.312568063
chr2,7211990,7213462,0.49212634
chr2,7213462,7214582,0.392959276
chr2,7214582,7216054,0.403532609
chr2,7216054,7217526,0.281589674
chr2,7217526,7218998,0.383148405
chr2,7218998,7220470,0.513739678
chr2,7220470,7221942,0.641908936
chr2,7221942,7223414,0.374363168
chr2,7223414,7224886,0.471171188
chr2,7224886,7226358,0.440748316
chr2,7226358,7227462,0.521168617
chr2,7227643,7229115,0.338718879
chr2,7229115,7230587,0.354891321
chr2,7230587,7232059,0.472941984
chr2,7232059,7233531,0.363321799
chr2,7233616,7235088,0.230553609
chr2,7235088,7236254,0.334669339
chr2,7236503,7237975,0.437703838
chr2,7237975,7239079,0.44205269
chr2,7239343,7240815,0.310873319
chr2,7240815,7242287,0.552819293
chr2,7242287,7243759,0.66243491
chr2,7243759,7245231,0.403328854
chr2,7245231,7246343,0.228749986
chr2,7246343,7247815,0.256421352
chr2,7247815,7248919,0.597653186
chr2,7249058,7250429,0.263533064
chr2,7250429,7251901,0.509171237
chr2,7251901,7253373,0.339818616
chr2,7253373,7254477,0.414949874
chr2,7254503,7255607,0.252155172
chr2,7255638,7257110,0.421671204
chr2,7257110,7258582,0.362154685
chr2,7258679,7260151,0.418817935
chr2,7260151,7261623,0.229619586
chr2,7261623,7262771,0.266483516
chr2,7262771,7263912,0.243570682
chr2,7263912,7265384,0.511345117
chr2,7265384,7266856,0.605334891
chr2,7266916,7268388,0.445678196
chr2,7268388,7269860,0.484770756
chr2,7269860,7271332,0.321924764
chr2,7271332,7272452,0.321401538
chr2,7272452,7273924,0.538429633
chr2,7273941,7274677,0.18978104
chr2,7275987,7277121,0.241618515
chr2,7277121,7278593,0.345581751
chr2,7278593,7280065,0.437188806
chr2,7280065,7281331,0.242967538
chr2,7281331,7282803,0.353500459
chr2,7283039,7284511,0.27302393
chr2,7284511,7285983,0.429616174
chr2,7285983,7287455,0.389489276
chr2,7287455,7288559,0.377117732
chr2,7288755,7290227,0.318411832
chr2,7290227,7291699,0.386770973
chr2,7291699,7293171,0.264801717
chr2,7293171,7294472,0.494727339
chr2,7294472,7295944,0.317180939
chr2,7295944,7297416,0.340582787
chr2,7297416,7298888,0.333763579
chr2,7298888,7300184,0.340135301
chr2,7300184,7301656,0.445050946
chr2,7301730,7303202,0.340947058
chr2,7303202,7304371,0.423938255
chr2,7304893,7306365,0.499612767
chr2,7306365,7307494,0.235427564
chr2,7307494,7308966,0.536832232
chr2,7308966,7310438,0.546168493
chr2,7310438,7311590,0.41249997
chr2,7311590,7313062,0.809592371
chr2,7313062,7314534,0.549388595
chr2,7314534,7316006,0.408016288
chr2,7316006,7317198,0.333969466
chr2,7317198,7318670,0.390625
chr2,7318670,7320142,0.489773342
chr2,7320142,7321614,0.489055081
chr2,7321614,7323086,0.367132366
chr2,7323093,7324565,0.389191133
chr2,7324565,7326037,0.483559774
chr2,7326037,7327509,0.591372283
chr2,7327509,7328981,0.474450934
chr2,7328981,7330453,0.34877719
chr2,7330453,7331925,0.338110809
chr2,7331925,7333397,0.387770689
chr2,7333397,7334673,0.429582627
chr2,7334673,7335917,0.254866297
chr2,7335917,7337389,0.220325203
chr2,7337389,7338861,0.475653491
chr2,7339005,7340477,0.63118209
chr2,7340477,7341949,0.293408249
chr2,7341949,7343421,0.368005557
chr2,7343421,7344893,0.35795535
chr2,7344893,7346365,0.364015762
chr2,7346365,7347837,0.564395407
chr2,7347837,7349309,0.319819189
chr2,7349309,7350781,0.365780274
chr2,7350781,7352253,0.533967433
chr2,7352253,7353725,0.429698404
chr2,7353725,7355197,0.365495458
chr2,7355197,7356669,0.469157592
chr2,7356669,7358141,0.447641849
chr2,7358141,7359613,0.570068569
chr2,7359613,7361085,0.212471501
chr2,7361085,7362557,0.232700615
chr2,7362557,7363668,0.257387574
chr2,7363668,7365140,0.29505494
chr2,7365140,7366612,0.512804889
chr2,7366612,7368084,0.488111413
chr2,7368084,7369556,0.399848522
chr2,7369556,7370970,0.345148521
chr2,7371092,7372564,0.29257221
chr2,7372564,7374036,0.315910838
chr2,7374036,7375154,0.363212435
chr2,7375154,7376626,0.373579104
chr2,7376626,7377981,0.259943182
chr2,7377981,7379453,0.34718195
chr2,7379465,7380699,0.211173201
chr2,7380699,7382171,0.282124547
chr2,7382171,7383643,0.424728269
chr2,7383643,7384794,0.453935398
chr2,7384883,7386355,0.242986435
chr2,7386355,7387827,0.305297087
chr2,7387827,7388993,0.255176775
chr2,7388993,7390097,0.259408298
chr2,7390172,7391644,0.312500021
chr2,7391644,7393116,0.345353675
chr2,7393116,7394588,0.504755435
chr2,7394588,7396060,0.436752734
chr2,7396060,7397532,0.572894055
chr2,7397532,7399004,0.348467565
chr2,7399004,7400476,0.614959302
chr2,7400476,7401948,0.272778232
chr2,7401948,7403420,0.51232129
chr2,7403420,7404892,0.242229719
chr2,7405178,7405546,0.278571429
chr2,7409208,7410312,0.552733092
chr2,7410374,7411846,0.292051647
chr2,7411846,7413318,0.390760878
chr2,7413318,7414790,0.190726159
chr2,7414790,7415526,0.228159649
chr2,7421270,7422742,0.498342943
chr2,7422742,7424214,0.348640933
chr2,7424214,7425686,0.371558359
chr2,7425686,7427158,0.419701079
chr2,7427158,7428630,0.359259277
chr2,7428630,7430102,0.555963187
chr2,7430102,7431574,0.372540711
chr2,7431627,7432776,0.223694033
chr2,7432776,7433895,0.305240181
chr2,7433895,7435116,0.336338787
chr2,7435116,7436588,0.344497328
chr2,7436588,7437709,0.442661412
chr2,7437709,7439181,0.39894582
chr2,7439181,7440653,0.429991715
chr2,7440653,7442125,0.273922921
chr2,7442168,7443272,0.267909715
chr2,7443533,7445005,0.325775336
chr2,7445005,7446477,0.37628018
chr2,7446477,7447582,0.250724638
chr2,7447582,7448470,0.172695038
chr2,7448798,7450270,0.272965906
chr2,7450377,7451849,0.398939929
chr2,7451849,7452953,0.314139942
chr2,7453342,7454078,0.172566383
chr2,7454575,7455879,0.14976214
chr2,7455879,7456247,0.254485045
chr2,7458103,7459575,0.416983729
chr2,7459575,7461047,0.479959239
chr2,7461047,7462519,0.437851834
chr2,7462519,7463991,0.50563862
chr2,7463991,7465463,0.496064669
chr2,7465463,7466935,0.284802859
chr2,7466935,7468407,0.460365408
chr2,7468407,7469879,0.346416403
chr2,7469879,7471351,0.534979654
chr2,7471351,7472823,0.366384187
chr2,7472823,7473927,0.383695667
chr2,7473931,7475038,0.459030412
chr2,7475038,7476217,0.276650724
chr2,7476217,7477689,0.38835286
chr2,7477689,7479161,0.279782285
chr2,7479161,7480633,0.282019355
chr2,7480633,7482105,0.315275805
chr2,7482105,7483577,0.322396171
chr2,7483657,7485129,0.185665534
chr2,7485129,7486601,0.533716745
chr2,7486601,7488073,0.422358732
chr2,7488073,7489545,0.335739318
chr2,7489545,7491017,0.375
chr2,7491194,7492420,0.205360837
chr2,7492420,7493892,0.46154893
chr2,7493892,7495364,0.413118132
chr2,7495364,7496836,0.578260836
chr2,7496836,7498308,0.34401982
chr2,7498308,7499780,0.444520082
chr2,7499780,7501252,0.429065914
chr2,7501252,7502724,0.42199171
chr2,7502724,7504196,0.343970069
chr2,7504196,7505602,0.25614715
chr2,7505602,7506973,0.331923059
chr2,7506973,7508445,0.3204748
chr2,7508445,7509917,0.500020868
chr2,7509917,7511389,0.514585578
chr2,7511389,7512861,0.460528203
chr2,7512861,7514333,0.331202046
chr2,7514396,7515576,0.349822456
chr2,7515576,7516773,0.28456466
chr2,7516773,7518245,0.518340972
chr2,7518245,7519717,0.49979254
chr2,7519717,7521189,0.334163196
chr2,7521189,7522661,0.440975644
chr2,7522661,7524133,0.368002726
chr2,7524133,7525605,0.412567926
chr2,7525605,7527077,0.659850535
chr2,7527077,7528549,0.429058663
chr2,7528549,7530021,0.409877113
chr2,7530021,7531493,0.396874967
